Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd
74,148,*,*,*,*,*,*,*,*,*,*,*,*
74,150,*,*,*,*,*,*,*,*,*,*,*,*
74,152,*,*,*,*,*,*,*,*,*,*,*,*
74,154,*,*,*,*,*,*,*,*,*,*,*,*
74,156,*,*,*,*,*,*,*,*,*,*,*,*
74,158,*,*,*,*,*,*,*,*,*,*,*,*
74,160,*,*,*,*,*,*,*,*,*,*,*,*
74,162,*,*,*,*,*,*,*,*,*,*,*,*
74,164,*,*,*,*,*,*,*,*,*,*,*,*
74,166,*,*,*,*,*,*,*,*,*,*,*,*
74,168,*,*,*,*,*,*,*,*,*,*,*,*
74,170,*,*,*,*,*,*,*,*,*,*,*,*
74,172,*,*,*,*,*,*,*,*,*,*,*,*
74,174,*,*,*,*,*,*,*,*,*,*,*,*
74,176,*,*,*,*,*,*,*,*,*,*,*,*
74,178,*,*,*,*,*,*,*,*,*,*,*,*
74,180,*,*,*,*,*,*,*,*,*,*,*,*
74,182,*,*,*,*,*,*,*,*,*,*,*,*
74,184,*,*,*,*,*,*,*,*,*,*,*,*
74,186,*,*,*,*,*,*,*,*,*,*,*,*
74,188,*,*,*,*,*,*,*,*,*,*,*,*
74,190,*,*,*,*,*,*,*,*,*,*,*,*
74,192,*,*,*,*,*,*,*,*,*,*,*,*
74,194,*,*,*,*,*,*,*,*,*,*,*,*
74,196,*,*,*,*,*,*,*,*,*,*,*,*
74,198,*,*,*,*,*,*,*,*,*,*,*,*
74,200,*,*,*,*,*,*,*,*,*,*,*,*
74,202,*,*,*,*,*,*,*,*,*,*,*,*
74,204,*,*,*,*,*,*,*,*,*,*,*,*
76,66,*,*,*,*,*,*,*,*,*,*,*,*
76,68,*,*,*,*,*,*,*,*,*,*,*,*
76,70,*,*,*,*,*,*,*,*,*,*,*,*
76,72,*,*,*,*,*,*,*,*,*,*,*,*
76,74,*,*,*,*,*,*,*,*,*,*,*,*
76,76,*,*,*,*,*,*,*,*,*,*,*,*
76,78,*,*,*,*,*,*,*,*,*,*,*,*
76,80,*,*,*,*,*,*,*,*,*,*,*,*
76,82,*,*,*,*,*,*,*,*,*,*,*,*
76,84,*,*,*,*,*,*,*,*,*,*,*,*
76,86,*,*,*,*,*,*,*,*,*,*,*,*
76,88,1284.698485,0.208591,1284.66093,0.149919,*,*,*,*,*,*,*,*
76,90,1305.819859,0.018236,1305.812976,0.017966,*,*,*,*,*,*,*,*
76,92,1326.514775,0.012103,1326.519308,0.009904,*,*,*,*,*,*,*,*
76,94,1346.594511,0.0109,1346.592978,0.009773,*,*,*,*,*,*,*,*
76,96,1366.04742,0.014586,1366.053209,0.012782,*,*,*,*,*,*,*,*
76,98,1384.948304,0.011139,1384.947419,0.010254,*,*,*,*,*,*,*,*
76,100,1403.192578,0.027945,1403.192578,0.027945,*,*,*,*,*,*,*,*
76,102,1420.783463,0.016436,1420.781544,0.013632,*,*,*,*,*,*,*,*
76,104,1437.738769,0.020301,1437.73772,0.016391,*,*,*,*,*,*,*,*
76,106,1454.13162,0.021745,1454.13165,0.021745,*,*,*,*,*,*,*,*
76,108,1469.921327,0.001304,1469.917715,0.000827,*,*,*,*,*,*,*,*
76,110,1484.807296,0.00138,1484.80776,0.000761,*,*,*,*,*,*,*,*
76,112,1499.086879,0.001414,1499.087686,0.000734,*,*,*,*,*,*,*,*
76,114,1512.799415,0.001472,1512.80086,0.00065,*,*,*,*,*,*,*,*
76,116,1526.116231,0.002556,1526.117916,0.002315,*,*,*,*,*,*,*,*
76,118,1538.811042,0.002609,1538.813469,0.002403,*,*,*,*,*,*,*,*
76,120,1550.801775,0.040121,1550.798101,0.040055,*,*,*,*,*,*,*,*
76,122,*,*,*,*,*,*,*,*,*,*,*,*
76,124,*,*,*,*,*,*,*,*,*,*,*,*
76,126,*,*,*,*,*,*,*,*,*,*,*,*
76,128,*,*,*,*,*,*,*,*,*,*,*,*
76,130,*,*,*,*,*,*,*,*,*,*,*,*
76,132,*,*,*,*,*,*,*,*,*,*,*,*
76,134,*,*,*,*,*,*,*,*,*,*,*,*
76,136,*,*,*,*,*,*,*,*,*,*,*,*
76,138,*,*,*,*,*,*,*,*,*,*,*,*
76,140,*,*,*,*,*,*,*,*,*,*,*,*
76,142,*,*,*,*,*,*,*,*,*,*,*,*
76,144,*,*,*,*,*,*,*,*,*,*,*,*
76,146,*,*,*,*,*,*,*,*,*,*,*,*
76,148,*,*,*,*,*,*,*,*,*,*,*,*
76,150,*,*,*,*,*,*,*,*,*,*,*,*
76,152,*,*,*,*,*,*,*,*,*,*,*,*
76,154,*,*,*,*,*,*,*,*,*,*,*,*
76,156,*,*,*,*,*,*,*,*,*,*,*,*
76,158,*,*,*,*,*,*,*,*,*,*,*,*
76,160,*,*,*,*,*,*,*,*,*,*,*,*
76,162,*,*,*,*,*,*,*,*,*,*,*,*
76,164,*,*,*,*,*,*,*,*,*,*,*,*
76,166,*,*,*,*,*,*,*,*,*,*,*,*
76,168,*,*,*,*,*,*,*,*,*,*,*,*
76,170,*,*,*,*,*,*,*,*,*,*,*,*
76,172,*,*,*,*,*,*,*,*,*,*,*,*
76,174,*,*,*,*,*,*,*,*,*,*,*,*
76,176,*,*,*,*,*,*,*,*,*,*,*,*
76,178,*,*,*,*,*,*,*,*,*,*,*,*
76,180,*,*,*,*,*,*,*,*,*,*,*,*
76,182,*,*,*,*,*,*,*,*,*,*,*,*
76,184,*,*,*,*,*,*,*,*,*,*,*,*
76,186,*,*,*,*,*,*,*,*,*,*,*,*
76,188,*,*,*,*,*,*,*,*,*,*,*,*
76,190,*,*,*,*,*,*,*,*,*,*,*,*
76,192,*,*,*,*,*,*,*,*,*,*,*,*
76,194,*,*,*,*,*,*,*,*,*,*,*,*
76,196,*,*,*,*,*,*,*,*,*,*,*,*
76,198,*,*,*,*,*,*,*,*,*,*,*,*
76,200,*,*,*,*,*,*,*,*,*,*,*,*
76,202,*,*,*,*,*,*,*,*,*,*,*,*
76,204,*,*,*,*,*,*,*,*,*,*,*,*
76,206,*,*,*,*,*,*,*,*,*,*,*,*
76,208,*,*,*,*,*,*,*,*,*,*,*,*
76,210,*,*,*,*,*,*,*,*,*,*,*,*
76,212,*,*,*,*,*,*,*,*,*,*,*,*
76,214,*,*,*,*,*,*,*,*,*,*,*,*
76,216,*,*,*,*,*,*,*,*,*,*,*,*
76,218,*,*,*,*,*,*,*,*,*,*,*,*
76,220,*,*,*,*,*,*,*,*,*,*,*,*
76,222,*,*,*,*,*,*,*,*,*,*,*,*
76,224,*,*,*,*,*,*,*,*,*,*,*,*
76,226,*,*,*,*,*,*,*,*,*,*,*,*
76,228,*,*,*,*,*,*,*,*,*,*,*,*
76,230,*,*,*,*,*,*,*,*,*,*,*,*
76,232,*,*,*,*,*,*,*,*,*,*,*,*
76,234,*,*,*,*,*,*,*,*,*,*,*,*
76,236,*,*,*,*,*,*,*,*,*,*,*,*
76,238,*,*,*,*,*,*,*,*,*,*,*,*
76,240,*,*,*,*,*,*,*,*,*,*,*,*
76,242,*,*,*,*,*,*,*,*,*,*,*,*
76,244,*,*,*,*,*,*,*,*,*,*,*,*
76,246,*,*,*,*,*,*,*,*,*,*,*,*
76,248,*,*,*,*,*,*,*,*,*,*,*,*
76,250,*,*,*,*,*,*,*,*,*,*,*,*
76,252,*,*,*,*,*,*,*,*,*,*,*,*
76,254,*,*,*,*,*,*,*,*,*,*,*,*
76,256,*,*,*,*,*,*,*,*,*,*,*,*
76,258,*,*,*,*,*,*,*,*,*,*,*,*
76,260,*,*,*,*,*,*,*,*,*,*,*,*
76,262,*,*,*,*,*,*,*,*,*,*,*,*
76,264,*,*,*,*,*,*,*,*,*,*,*,*
76,266,*,*,*,*,*,*,*,*,*,*,*,*
76,268,*,*,*,*,*,*,*,*,*,*,*,*
76,270,*,*,*,*,*,*,*,*,*,*,*,*
76,272,*,*,*,*,*,*,*,*,*,*,*,*
76,274,*,*,*,*,*,*,*,*,*,*,*,*
76,276,*,*,*,*,*,*,*,*,*,*,*,*
76,278,*,*,*,*,*,*,*,*,*,*,*,*
76,280,*,*,*,*,*,*,*,*,*,*,*,*
76,282,*,*,*,*,*,*,*,*,*,*,*,*
76,284,*,*,*,*,*,*,*,*,*,*,*,*
76,286,*,*,*,*,*,*,*,*,*,*,*,*
76,288,*,*,*,*,*,*,*,*,*,*,*,*
76,290,*,*,*,*,*,*,*,*,*,*,*,*
76,292,*,*,*,*,*,*,*,*,*,*,*,*
76,294,*,*,*,*,*,*,*,*,*,*,*,*
76,296,*,*,*,*,*,*,*,*,*,*,*,*
76,298,*,*,*,*,*,*,*,*,*,*,*,*
76,300,*,*,*,*,*,*,*,*,*,*,*,*
78,70,*,*,*,*,*,*,*,*,*,*,*,*
78,72,*,*,*,*,*,*,*,*,*,*,*,*
78,74,*,*,*,*,*,*,*,*,*,*,*,*
78,76,*,*,*,*,*,*,*,*,*,*,*,*
78,78,*,*,*,*,*,*,*,*,*,*,*,*
78,80,*,*,*,*,*,*,*,*,*,*,*,*
78,82,*,*,*,*,*,*,*,*,*,*,*,*
78,84,*,*,*,*,*,*,*,*,*,*,*,*
78,86,*,*,*,*,*,*,*,*,*,*,*,*
78,88,*,*,*,*,*,*,*,*,*,*,*,*
78,90,1305.996941,0.208792,1305.966889,0.149951,*,*,*,*,*,*,*,*
78,92,1327.407598,0.018662,1327.401258,0.018247,*,*,*,*,*,*,*,*
78,94,1348.345715,0.012778,1348.351621,0.010377,*,*,*,*,*,*,*,*
78,96,1368.706491,0.011822,1368.705499,0.010351,*,*,*,*,*,*,*,*
78,98,1388.45787,0.014428,1388.463839,0.012724,*,*,*,*,*,*,*,*
78,100,1407.670615,0.010823,1407.670127,0.010133,*,*,*,*,*,*,*,*
78,102,1426.251202,0.010978,1426.251121,0.010974,*,*,*,*,*,*,*,*
78,104,1444.127181,0.01562,1444.126329,0.013095,*,*,*,*,*,*,*,*
78,106,1461.432698,0.018126,1461.434758,0.015584,*,*,*,*,*,*,*,*
78,108,1478.107625,0.021745,1478.107594,0.021745,*,*,*,*,*,*,*,*
78,110,1494.208737,0.005385,1494.206716,0.005304,*,*,*,*,*,*,*,*
78,112,1509.851845,0.005705,1509.834873,0.000657,*,*,*,*,*,*,*,*
78,114,1524.963923,0.00247,1524.959516,0.00257,*,*,*,*,*,*,*,*
78,116,1539.576815,0.000884,1539.573764,0.000496,*,*,*,*,*,*,*,*
78,118,1553.603778,0.000868,1553.60084,0.00051,*,*,*,*,*,*,*,*
78,120,1567.006639,0.003113,1567.002965,0.0021,*,*,*,*,*,*,*,*
78,122,1579.84444,0.020241,1579.840762,0.02011,*,*,*,*,*,*,*,*
78,124,*,*,1592.076363,0.02515,*,*,*,*,*,*,*,*
78,126,*,*,*,*,*,*,*,*,*,*,*,*
78,128,*,*,*,*,*,*,*,*,*,*,*,*
78,130,*,*,*,*,*,*,*,*,*,*,*,*
78,132,*,*,*,*,*,*,*,*,*,*,*,*
78,134,*,*,*,*,*,*,*,*,*,*,*,*
78,136,*,*,*,*,*,*,*,*,*,*,*,*
78,138,*,*,*,*,*,*,*,*,*,*,*,*
78,140,*,*,*,*,*,*,*,*,*,*,*,*
78,142,*,*,*,*,*,*,*,*,*,*,*,*
78,144,*,*,*,*,*,*,*,*,*,*,*,*
78,146,*,*,*,*,*,*,*,*,*,*,*,*
78,148,*,*,*,*,*,*,*,*,*,*,*,*
78,150,*,*,*,*,*,*,*,*,*,*,*,*
78,152,*,*,*,*,*,*,*,*,*,*,*,*
78,154,*,*,*,*,*,*,*,*,*,*,*,*
78,156,*,*,*,*,*,*,*,*,*,*,*,*
78,158,*,*,*,*,*,*,*,*,*,*,*,*
78,160,*,*,*,*,*,*,*,*,*,*,*,*
78,162,*,*,*,*,*,*,*,*,*,*,*,*
78,164,*,*,*,*,*,*,*,*,*,*,*,*
78,166,*,*,*,*,*,*,*,*,*,*,*,*
78,168,*,*,*,*,*,*,*,*,*,*,*,*
78,170,*,*,*,*,*,*,*,*,*,*,*,*
78,172,*,*,*,*,*,*,*,*,*,*,*,*
78,174,*,*,*,*,*,*,*,*,*,*,*,*
78,176,*,*,*,*,*,*,*,*,*,*,*,*
78,178,*,*,*,*,*,*,*,*,*,*,*,*
78,180,*,*,*,*,*,*,*,*,*,*,*,*
78,182,*,*,*,*,*,*,*,*,*,*,*,*
78,184,*,*,*,*,*,*,*,*,*,*,*,*
78,186,*,*,*,*,*,*,*,*,*,*,*,*
78,188,*,*,*,*,*,*,*,*,*,*,*,*
78,190,*,*,*,*,*,*,*,*,*,*,*,*
78,192,*,*,*,*,*,*,*,*,*,*,*,*
78,194,*,*,*,*,*,*,*,*,*,*,*,*
78,196,*,*,*,*,*,*,*,*,*,*,*,*
78,198,*,*,*,*,*,*,*,*,*,*,*,*
78,200,*,*,*,*,*,*,*,*,*,*,*,*
78,202,*,*,*,*,*,*,*,*,*,*,*,*
78,204,*,*,*,*,*,*,*,*,*,*,*,*
78,206,*,*,*,*,*,*,*,*,*,*,*,*
78,208,*,*,*,*,*,*,*,*,*,*,*,*
78,210,*,*,*,*,*,*,*,*,*,*,*,*
78,212,*,*,*,*,*,*,*,*,*,*,*,*
78,214,*,*,*,*,*,*,*,*,*,*,*,*
78,216,*,*,*,*,*,*,*,*,*,*,*,*
78,218,*,*,*,*,*,*,*,*,*,*,*,*
78,220,*,*,*,*,*,*,*,*,*,*,*,*
78,222,*,*,*,*,*,*,*,*,*,*,*,*
78,224,*,*,*,*,*,*,*,*,*,*,*,*
78,226,*,*,*,*,*,*,*,*,*,*,*,*
78,228,*,*,*,*,*,*,*,*,*,*,*,*
78,230,*,*,*,*,*,*,*,*,*,*,*,*
78,232,*,*,*,*,*,*,*,*,*,*,*,*
78,234,*,*,*,*,*,*,*,*,*,*,*,*
78,236,*,*,*,*,*,*,*,*,*,*,*,*
78,238,*,*,*,*,*,*,*,*,*,*,*,*
78,240,*,*,*,*,*,*,*,*,*,*,*,*
78,242,*,*,*,*,*,*,*,*,*,*,*,*
78,244,*,*,*,*,*,*,*,*,*,*,*,*
78,246,*,*,*,*,*,*,*,*,*,*,*,*
78,248,*,*,*,*,*,*,*,*,*,*,*,*
78,250,*,*,*,*,*,*,*,*,*,*,*,*
78,252,*,*,*,*,*,*,*,*,*,*,*,*
78,254,*,*,*,*,*,*,*,*,*,*,*,*
78,256,*,*,*,*,*,*,*,*,*,*,*,*
78,258,*,*,*,*,*,*,*,*,*,*,*,*
78,260,*,*,*,*,*,*,*,*,*,*,*,*
78,262,*,*,*,*,*,*,*,*,*,*,*,*
78,264,*,*,*,*,*,*,*,*,*,*,*,*
78,266,*,*,*,*,*,*,*,*,*,*,*,*
78,268,*,*,*,*,*,*,*,*,*,*,*,*
78,270,*,*,*,*,*,*,*,*,*,*,*,*
78,272,*,*,*,*,*,*,*,*,*,*,*,*
78,274,*,*,*,*,*,*,*,*,*,*,*,*
78,276,*,*,*,*,*,*,*,*,*,*,*,*
78,278,*,*,*,*,*,*,*,*,*,*,*,*
78,280,*,*,*,*,*,*,*,*,*,*,*,*
78,282,*,*,*,*,*,*,*,*,*,*,*,*
78,284,*,*,*,*,*,*,*,*,*,*,*,*
78,286,*,*,*,*,*,*,*,*,*,*,*,*
78,288,*,*,*,*,*,*,*,*,*,*,*,*
78,290,*,*,*,*,*,*,*,*,*,*,*,*
78,292,*,*,*,*,*,*,*,*,*,*,*,*
78,294,*,*,*,*,*,*,*,*,*,*,*,*
78,296,*,*,*,*,*,*,*,*,*,*,*,*
78,298,*,*,*,*,*,*,*,*,*,*,*,*
78,300,*,*,*,*,*,*,*,*,*,*,*,*
80,76,*,*,*,*,*,*,*,*,*,*,*,*
80,78,*,*,*,*,*,*,*,*,*,*,*,*
80,80,*,*,*,*,*,*,*,*,*,*,*,*
80,82,*,*,*,*,*,*,*,*,*,*,*,*
80,84,*,*,*,*,*,*,*,*,*,*,*,*
80,86,*,*,*,*,*,*,*,*,*,*,*,*
80,88,*,*,*,*,*,*,*,*,*,*,*,*
80,90,*,*,*,*,*,*,*,*,*,*,*,*
80,92,1326.767379,0.209154,1326.738778,0.150079,*,*,*,*,*,*,*,*
80,94,1348.470095,0.019606,1348.463679,0.019211,*,*,*,*,*,*,*,*
80,96,1369.744438,0.014176,1369.750256,0.011119,*,*,*,*,*,*,*,*
80,98,1390.424788,0.012878,1390.423843,0.01077,*,*,*,*,*,*,*,*
80,100,1410.495301,0.013968,1410.501025,0.012649,*,*,*,*,*,*,*,*
80,102,1429.969359,0.009715,1429.970135,0.00979,*,*,*,*,*,*,*,*
80,104,1448.884972,0.010065,1448.884814,0.010062,*,*,*,*,*,*,*,*
80,106,1467.217794,0.011247,1467.217582,0.01165,*,*,*,*,*,*,*,*
80,108,1485.022905,0.011532,1485.023035,0.012275,*,*,*,*,*,*,*,*
80,110,1502.334193,0.015919,1502.334454,0.015907,*,*,*,*,*,*,*,*
80,112,1519.11781,0.015551,1519.117945,0.015537,*,*,*,*,*,*,*,*
80,114,1535.442011,0.012535,1535.432973,0.002888,*,*,*,*,*,*,*,*
80,116,1551.218347,0.002942,1551.217605,0.002946,*,*,*,*,*,*,*,*
80,118,1566.488747,0.000337,1566.48861,0.000458,*,*,*,*,*,*,*,*
80,120,1581.181073,0.000379,1581.180206,0.000529,*,*,*,*,*,*,*,*
80,122,1595.16543,0.000591,1595.164895,0.000705,*,*,*,*,*,*,*,*
80,124,1608.652449,0.000339,1608.652352,0.000498,*,*,*,*,*,*,*,*
80,126,1621.050355,0.020446,1621.050644,0.02044,*,*,*,*,*,*,*,*
80,128,*,*,1629.512885,0.030739,*,*,*,*,*,*,*,*
80,130,*,*,*,*,*,*,*,*,*,*,*,*
80,132,*,*,*,*,*,*,*,*,*,*,*,*
80,134,*,*,*,*,*,*,*,*,*,*,*,*
80,136,*,*,*,*,*,*,*,*,*,*,*,*
80,138,*,*,*,*,*,*,*,*,*,*,*,*
80,140,*,*,*,*,*,*,*,*,*,*,*,*
80,142,*,*,*,*,*,*,*,*,*,*,*,*
80,144,*,*,*,*,*,*,*,*,*,*,*,*
80,146,*,*,*,*,*,*,*,*,*,*,*,*
80,148,*,*,*,*,*,*,*,*,*,*,*,*
80,150,*,*,*,*,*,*,*,*,*,*,*,*
80,152,*,*,*,*,*,*,*,*,*,*,*,*
80,154,*,*,*,*,*,*,*,*,*,*,*,*
80,156,*,*,*,*,*,*,*,*,*,*,*,*
80,158,*,*,*,*,*,*,*,*,*,*,*,*
80,160,*,*,*,*,*,*,*,*,*,*,*,*
80,162,*,*,*,*,*,*,*,*,*,*,*,*
80,164,*,*,*,*,*,*,*,*,*,*,*,*
80,166,*,*,*,*,*,*,*,*,*,*,*,*
80,168,*,*,*,*,*,*,*,*,*,*,*,*
80,170,*,*,*,*,*,*,*,*,*,*,*,*
80,172,*,*,*,*,*,*,*,*,*,*,*,*
80,174,*,*,*,*,*,*,*,*,*,*,*,*
80,176,*,*,*,*,*,*,*,*,*,*,*,*
80,178,*,*,*,*,*,*,*,*,*,*,*,*
80,180,*,*,*,*,*,*,*,*,*,*,*,*
80,182,*,*,*,*,*,*,*,*,*,*,*,*
80,184,*,*,*,*,*,*,*,*,*,*,*,*
80,186,*,*,*,*,*,*,*,*,*,*,*,*
80,188,*,*,*,*,*,*,*,*,*,*,*,*
80,190,*,*,*,*,*,*,*,*,*,*,*,*
80,192,*,*,*,*,*,*,*,*,*,*,*,*
80,194,*,*,*,*,*,*,*,*,*,*,*,*
80,196,*,*,*,*,*,*,*,*,*,*,*,*
80,198,*,*,*,*,*,*,*,*,*,*,*,*
80,200,*,*,*,*,*,*,*,*,*,*,*,*
80,202,*,*,*,*,*,*,*,*,*,*,*,*
80,204,*,*,*,*,*,*,*,*,*,*,*,*
80,206,*,*,*,*,*,*,*,*,*,*,*,*
80,208,*,*,*,*,*,*,*,*,*,*,*,*
80,210,*,*,*,*,*,*,*,*,*,*,*,*
80,212,*,*,*,*,*,*,*,*,*,*,*,*
80,214,*,*,*,*,*,*,*,*,*,*,*,*
80,216,*,*,*,*,*,*,*,*,*,*,*,*
80,218,*,*,*,*,*,*,*,*,*,*,*,*
80,220,*,*,*,*,*,*,*,*,*,*,*,*
80,222,*,*,*,*,*,*,*,*,*,*,*,*
80,224,*,*,*,*,*,*,*,*,*,*,*,*
80,226,*,*,*,*,*,*,*,*,*,*,*,*
80,228,*,*,*,*,*,*,*,*,*,*,*,*
80,230,*,*,*,*,*,*,*,*,*,*,*,*
80,232,*,*,*,*,*,*,*,*,*,*,*,*
80,234,*,*,*,*,*,*,*,*,*,*,*,*
80,236,*,*,*,*,*,*,*,*,*,*,*,*
80,238,*,*,*,*,*,*,*,*,*,*,*,*
80,240,*,*,*,*,*,*,*,*,*,*,*,*
80,242,*,*,*,*,*,*,*,*,*,*,*,*
80,244,*,*,*,*,*,*,*,*,*,*,*,*
80,246,*,*,*,*,*,*,*,*,*,*,*,*
80,248,*,*,*,*,*,*,*,*,*,*,*,*
80,250,*,*,*,*,*,*,*,*,*,*,*,*
80,252,*,*,*,*,*,*,*,*,*,*,*,*
80,254,*,*,*,*,*,*,*,*,*,*,*,*
80,256,*,*,*,*,*,*,*,*,*,*,*,*
80,258,*,*,*,*,*,*,*,*,*,*,*,*
80,260,*,*,*,*,*,*,*,*,*,*,*,*
80,262,*,*,*,*,*,*,*,*,*,*,*,*
80,264,*,*,*,*,*,*,*,*,*,*,*,*
80,266,*,*,*,*,*,*,*,*,*,*,*,*
80,268,*,*,*,*,*,*,*,*,*,*,*,*
80,270,*,*,*,*,*,*,*,*,*,*,*,*
80,272,*,*,*,*,*,*,*,*,*,*,*,*
80,274,*,*,*,*,*,*,*,*,*,*,*,*
80,276,*,*,*,*,*,*,*,*,*,*,*,*
80,278,*,*,*,*,*,*,*,*,*,*,*,*
80,280,*,*,*,*,*,*,*,*,*,*,*,*
80,282,*,*,*,*,*,*,*,*,*,*,*,*
80,284,*,*,*,*,*,*,*,*,*,*,*,*
80,286,*,*,*,*,*,*,*,*,*,*,*,*
80,288,*,*,*,*,*,*,*,*,*,*,*,*
80,290,*,*,*,*,*,*,*,*,*,*,*,*
80,292,*,*,*,*,*,*,*,*,*,*,*,*
80,294,*,*,*,*,*,*,*,*,*,*,*,*
80,296,*,*,*,*,*,*,*,*,*,*,*,*
80,298,*,*,*,*,*,*,*,*,*,*,*,*
80,300,*,*,*,*,*,*,*,*,*,*,*,*
82,82,*,*,*,*,*,*,*,*,*,*,*,*
82,84,*,*,*,*,*,*,*,*,*,*,*,*
82,86,*,*,*,*,*,*,*,*,*,*,*,*
82,88,*,*,*,*,*,*,*,*,*,*,*,*
82,90,*,*,*,*,*,*,*,*,*,*,*,*
82,92,*,*,*,*,*,*,*,*,*,*,*,*
82,94,*,*,*,*,*,*,*,*,*,*,*,*
82,96,1368.975476,0.02428,1368.968982,0.023963,*,*,*,*,*,*,*,*
82,98,1390.625121,0.020888,1390.627292,0.012396,*,*,*,*,*,*,*,*
82,100,1411.654682,0.014007,1411.653659,0.012098,*,*,*,*,*,*,*,*
82,102,1432.016522,0.014297,1432.022705,0.012806,*,*,*,*,*,*,*,*
82,104,1451.795147,0.011298,1451.795845,0.011363,*,*,*,*,*,*,*,*
82,106,1471.071894,0.010626,1471.071657,0.010622,*,*,*,*,*,*,*,*
82,108,1489.816026,0.012139,1489.815736,0.012514,*,*,*,*,*,*,*,*
82,110,1508.097694,0.012612,1508.097746,0.013295,*,*,*,*,*,*,*,*
82,112,1525.891962,0.017466,1525.892302,0.017435,*,*,*,*,*,*,*,*
82,114,1543.187752,0.014279,1543.17531,0.00771,*,*,*,*,*,*,*,*
82,116,1560.019833,0.014578,1560.037123,0.00875,*,*,*,*,*,*,*,*
82,118,1576.355553,0.010938,1576.363324,0.010927,*,*,*,*,*,*,*,*
82,120,1592.188505,0.008178,1592.195519,0.003796,*,*,*,*,*,*,*,*
82,122,1607.507276,0.001244,1607.507433,0.001146,*,*,*,*,*,*,*,*
82,124,1622.325617,0.00124,1622.325761,0.001144,*,*,*,*,*,*,*,*
82,126,1636.431268,0.001244,1636.431411,0.001148,*,*,*,*,*,*,*,*
82,128,1645.553741,0.001527,1645.553951,0.001447,*,*,*,*,*,*,*,*
82,130,1654.515473,0.002209,1654.516934,0.001842,*,*,*,*,*,*,*,*
82,132,1663.291981,0.002381,1663.293489,0.001975,*,*,*,*,*,*,*,*
82,134,*,*,*,*,*,*,*,*,*,*,*,*
82,136,*,*,*,*,*,*,*,*,*,*,*,*
82,138,*,*,*,*,*,*,*,*,*,*,*,*
82,140,*,*,*,*,*,*,*,*,*,*,*,*
82,142,*,*,*,*,*,*,*,*,*,*,*,*
82,144,*,*,*,*,*,*,*,*,*,*,*,*
82,146,*,*,*,*,*,*,*,*,*,*,*,*
82,148,*,*,*,*,*,*,*,*,*,*,*,*
82,150,*,*,*,*,*,*,*,*,*,*,*,*
82,152,*,*,*,*,*,*,*,*,*,*,*,*
82,154,*,*,*,*,*,*,*,*,*,*,*,*
82,156,*,*,*,*,*,*,*,*,*,*,*,*
82,158,*,*,*,*,*,*,*,*,*,*,*,*
82,160,*,*,*,*,*,*,*,*,*,*,*,*
82,162,*,*,*,*,*,*,*,*,*,*,*,*
82,164,*,*,*,*,*,*,*,*,*,*,*,*
82,166,*,*,*,*,*,*,*,*,*,*,*,*
82,168,*,*,*,*,*,*,*,*,*,*,*,*
82,170,*,*,*,*,*,*,*,*,*,*,*,*
82,172,*,*,*,*,*,*,*,*,*,*,*,*
82,174,*,*,*,*,*,*,*,*,*,*,*,*
82,176,*,*,*,*,*,*,*,*,*,*,*,*
82,178,*,*,*,*,*,*,*,*,*,*,*,*
82,180,*,*,*,*,*,*,*,*,*,*,*,*
82,182,*,*,*,*,*,*,*,*,*,*,*,*
82,184,*,*,*,*,*,*,*,*,*,*,*,*
82,186,*,*,*,*,*,*,*,*,*,*,*,*
82,188,*,*,*,*,*,*,*,*,*,*,*,*
82,190,*,*,*,*,*,*,*,*,*,*,*,*
82,192,*,*,*,*,*,*,*,*,*,*,*,*
82,194,*,*,*,*,*,*,*,*,*,*,*,*
82,196,*,*,*,*,*,*,*,*,*,*,*,*
82,198,*,*,*,*,*,*,*,*,*,*,*,*
82,200,*,*,*,*,*,*,*,*,*,*,*,*
82,202,*,*,*,*,*,*,*,*,*,*,*,*
82,204,*,*,*,*,*,*,*,*,*,*,*,*
82,206,*,*,*,*,*,*,*,*,*,*,*,*
82,208,*,*,*,*,*,*,*,*,*,*,*,*
82,210,*,*,*,*,*,*,*,*,*,*,*,*
82,212,*,*,*,*,*,*,*,*,*,*,*,*
82,214,*,*,*,*,*,*,*,*,*,*,*,*
82,216,*,*,*,*,*,*,*,*,*,*,*,*
82,218,*,*,*,*,*,*,*,*,*,*,*,*
82,220,*,*,*,*,*,*,*,*,*,*,*,*
82,222,*,*,*,*,*,*,*,*,*,*,*,*
82,224,*,*,*,*,*,*,*,*,*,*,*,*
82,226,*,*,*,*,*,*,*,*,*,*,*,*
82,228,*,*,*,*,*,*,*,*,*,*,*,*
82,230,*,*,*,*,*,*,*,*,*,*,*,*
82,232,*,*,*,*,*,*,*,*,*,*,*,*
82,234,*,*,*,*,*,*,*,*,*,*,*,*
82,236,*,*,*,*,*,*,*,*,*,*,*,*
82,238,*,*,*,*,*,*,*,*,*,*,*,*
82,240,*,*,*,*,*,*,*,*,*,*,*,*
82,242,*,*,*,*,*,*,*,*,*,*,*,*
82,244,*,*,*,*,*,*,*,*,*,*,*,*
82,246,*,*,*,*,*,*,*,*,*,*,*,*
82,248,*,*,*,*,*,*,*,*,*,*,*,*
